rows,dim,dtype,format,warps,trial,had_ms,fused_ms
8192,512,1,1,16,0,0.00793259,0.0214835
8192,512,1,1,16,1,0.00794603,0.0214903
8192,512,1,1,8,1,0.00751616,0.01977
8192,512,1,1,4,1,0.00724992,0.0197973
8192,512,1,1,2,1,0.00746133,0.0203639
8192,512,1,1,1,1,0.00765248,0.0215245
8192,512,1,1,1,2,0.00764587,0.021504
8192,512,1,1,2,2,0.00742741,0.0204186
8192,512,1,1,4,2,0.00724992,0.0198035
8192,512,1,1,8,2,0.00749568,0.0197291
8192,512,1,1,16,2,0.00792576,0.0214562
8192,512,2,0,1,0,0.00763904,0.0107863
8192,512,2,0,2,0,0.00745472,0.0100215
8192,512,2,0,4,0,0.00726357,0.00970069
8192,512,2,0,8,0,0.00750187,0.00956352
8192,512,2,0,16,0,0.00794624,0.0103219
8192,512,2,0,16,1,0.00793259,0.0103219
8192,512,2,0,8,1,0.00750208,0.00955051
8192,512,2,0,4,1,0.00725675,0.00968704
8192,512,2,0,2,1,0.00744107,0.00997376
8192,512,2,0,1,1,0.00762539,0.0108062
8192,512,2,0,1,2,0.00764587,0.0108066
8192,512,2,0,2,2,0.00744107,0.00995947
8192,512,2,0,4,2,0.00723669,0.00970005
8192,512,2,0,8,2,0.00748885,0.00955733
8192,512,2,0,16,2,0.00793941,0.0103219
8192,512,2,1,1,0,0.00762539,0.0215586
8192,512,2,1,2,0,0.00744789,0.0204117
8192,512,2,1,4,0,0.00724309,0.01977
8192,512,2,1,8,0,0.00750251,0.0198246
8192,512,2,1,16,0,0.00792533,0.021565
8192,512,2,1,16,1,0.00794624,0.021545
8192,512,2,1,8,1,0.00750912,0.0198042
8192,512,2,1,4,1,0.00723669,0.0197696
8192,512,2,1,2,1,0.00744789,0.0203844
8192,512,2,1,1,1,0.00763904,0.0215586
8192,512,2,1,1,2,0.00764587,0.021545
8192,512,2,1,2,2,0.00745472,0.0203844
8192,512,2,1,4,2,0.00724288,0.0197905
8192,512,2,1,8,2,0.00749568,0.0198178
8192,512,2,1,16,2,0.00793941,0.0215789
8192,1024,1,0,1,0,0.0131684,0.0209101
8192,1024,1,0,2,0,0.0127863,0.0197086
8192,1024,1,0,4,0,0.0131004,0.0198588
8192,1024,1,0,8,0,0.0149914,0.0194833
8192,1024,1,0,16,0,0.0175855,0.0211422
8192,1024,1,0,16,1,0.0175787,0.0211558
8192,1024,1,0,8,1,0.0150187,0.0194833
8192,1024,1,0,4,1,0.0131686,0.0200503
8192,1024,1,0,2,1,0.0128546,0.0198519
8192,1024,1,0,1,1,0.013155,0.0209783
8192,1024,1,0,1,2,0.013155,0.0209852
8192,1024,1,0,2,2,0.0128341,0.0198519
8192,1024,1,0,4,2,0.013155,0.020009
8192,1024,1,0,8,2,0.0150733,0.019613
8192,1024,1,0,16,2,0.0177015,0.0212924
8192,1024,1,1,1,0,0.0131482,0.0387345
8192,1024,1,1,2,0,0.0128068,0.0381331
8192,1024,1,1,4,0,0.013114,0.038557
8192,1024,1,1,8,0,0.0150323,0.0388301
8192,1024,1,1,16,0,0.0176469,0.0421205
8192,1024,1,1,16,1,0.017626,0.0421199
8192,1024,1,1,8,1,0.0150391,0.0388028
8192,1024,1,1,4,1,0.0131004,0.038598
